qseqid,sseqid,length,qcovs,pident,evalue,staxids,stitle
unassigned_202,gi|645321623|ref|NR_118544.1|,247,98,69.231,5.94e-19,1278232,Keratinibaculum paraultunense strain KD-1 16S ribosomal RNA, partial sequence
unassigned_202,gi|343202545|ref|NR_042896.1|,255,100,69.020,2.07e-18,248039,Mucispirillum schaedleri strain HRI I17 16S ribosomal RNA, partial sequence
unassigned_202,gi|645319754|ref|NR_117125.1|,255,100,68.627,8.82e-17,886877,Thioalkalivibrio versutus AL 2 strain DSM 13738 16S ribosomal RNA, partial sequence
unassigned_202,gi|219846271|ref|NR_025861.1|,250,98,69.200,8.82e-17,47466,Borrelia miyamotoi strain HT31 16S ribosomal RNA, partial sequence
unassigned_202,gi|265678728|ref|NR_029033.1|,248,98,68.145,3.08e-16,148,Sediminispirochaeta bajacaliforniensis strain BA-2 16S ribosomal RNA, partial sequence
unassigned_202,gi|219857402|ref|NR_024990.1|,255,100,68.235,3.08e-16,106634,Thioalkalivibrio versutus strain AL2 16S ribosomal RNA, partial sequence
unassigned_202,gi|343201039|ref|NR_041726.1|,254,100,68.110,1.07e-15,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_203,gi|343198586|ref|NR_042959.1|,245,96,74.286,3.09e-35,264637,Acholeplasma morum strain 72-043 16S ribosomal RNA, partial sequence
unassigned_203,gi|645321746|ref|NR_118641.1|,250,98,74.000,3.09e-35,1441821,Helcococcus seattlensis strain F5780 16S ribosomal RNA, partial sequence
unassigned_203,gi|1397641865|ref|NR_156975.1|,250,98,73.600,3.76e-34,2018667,Marinisporobacter balticus strain 59.4M 16S ribosomal RNA, partial sequence
unassigned_203,gi|219857397|ref|NR_024985.1|,240,94,74.167,3.76e-34,92401,Mycoplasma cloacale strain 383 16S ribosomal RNA, partial sequence
unassigned_203,gi|265678525|ref|NR_028829.1|,245,96,73.878,3.76e-34,29552,Acholeplasma axanthum strain S-743 16S ribosomal RNA, partial sequence
unassigned_203,gi|631252482|ref|NR_113680.1|,241,94,74.274,1.31e-33,55602,Mycoplasma buccale strain NBRC 14851 16S ribosomal RNA, partial sequence
unassigned_203,gi|219857391|ref|NR_024979.1|,243,94,74.074,1.60e-32,55602,Mycoplasma buccale strain CH20247 16S ribosomal RNA, partial sequence
unassigned_203,gi|219846397|ref|NR_025988.1|,240,94,73.750,1.60e-32,29554,Mycoplasma canadense strain 275c 16S ribosomal RNA, partial sequence
unassigned_203,gi|636559444|ref|NR_115503.1|,250,98,72.800,1.95e-31,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_203,gi|444304208|ref|NR_074633.1|,250,98,72.800,1.95e-31,293826,Alkaliphilus metalliredigens QYMF 16S ribosomal RNA, partial sequence
unassigned_204,gi|1441204362|ref|NR_157777.1|,160,49,92.500,1.03e-61,1785162,Pseudomonas reidholzensis strain ID3 16S ribosomal RNA, partial sequence
unassigned_204,gi|645321108|ref|NR_118155.1|,160,49,92.500,1.03e-61,1007099,Pseudomonas kuykendallii strain H2 16S ribosomal RNA, partial sequence
unassigned_204,gi|1341394052|ref|NR_153724.1|,160,49,92.500,1.03e-61,1171596,Bacterioplanoides pacificum strain sw100 16S ribosomal RNA, partial sequence
unassigned_204,gi|219846873|ref|NR_026465.1|,160,49,92.500,1.03e-61,75684,Balneatrix alpica strain 4-87 16S ribosomal RNA, partial sequence
unassigned_204,gi|959494972|ref|NR_133828.1|,160,49,92.500,1.03e-61,1211807,Pseudomonas kunmingensis strain HL22-2 16S ribosomal RNA, partial sequence
unassigned_204,gi|636560591|ref|NR_116651.1|,160,49,92.500,1.03e-61,1395571,Pseudomonas taeanensis MS-3 16S ribosomal RNA, partial sequence
unassigned_204,gi|636559550|ref|NR_115610.1|,160,49,91.875,4.38e-60,47880,Pseudomonas fulva strain IAM1529 16S ribosomal RNA, partial sequence
unassigned_204,gi|636559058|ref|NR_115115.1|,160,49,91.875,4.38e-60,203192,Pseudomonas chloritidismutans strain AW-1 16S ribosomal RNA, partial sequence
unassigned_204,gi|636558737|ref|NR_114794.1|,160,49,91.875,4.38e-60,303,Pseudomonas putida strain ICMP 2758 16S ribosomal RNA, partial sequence
unassigned_204,gi|548532708|ref|NR_104280.1|,160,49,91.875,4.38e-60,47880,Pseudomonas fulva strain NRIC 0180 16S ribosomal RNA, partial sequence
unassigned_205,gi|636559435|ref|NR_115494.1|,110,47,79.091,2.30e-17,929704,Myroides odoratus DSM 2801 strain JCM 7458 16S ribosomal RNA, partial sequence
unassigned_205,gi|343206109|ref|NR_044698.1|,110,47,79.091,2.30e-17,929704,Myroides odoratus DSM 2801 strain ATCC 4651 16S ribosomal RNA, partial sequence
unassigned_205,gi|631251778|ref|NR_112976.1|,110,47,79.091,2.30e-17,929704,Myroides odoratus DSM 2801 strain NBRC 14945 16S ribosomal RNA, partial sequence
unassigned_205,gi|1679775927|ref|NR_163649.1|,112,48,78.571,2.30e-17,1658618,Rubritalea profundi strain SAORIC-165 16S ribosomal RNA, partial sequence
unassigned_205,gi|699005359|ref|NR_126228.1|,225,95,70.667,2.81e-16,1073325,Salegentibacter echinorum strain HD4 16S ribosomal RNA, partial sequence
unassigned_205,gi|219857403|ref|NR_024991.1|,221,94,70.136,2.81e-16,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_205,gi|1491509603|ref|NR_159134.1|,226,95,70.354,2.81e-16,1834927,Kordia zosterae strain ZO2-23 16S ribosomal RNA, partial sequence
unassigned_205,gi|699005418|ref|NR_126287.1|,226,95,70.354,2.81e-16,1348245,Kordia jejudonensis strain SSK3-3 16S ribosomal RNA, partial sequence
unassigned_205,gi|645321869|ref|NR_118741.1|,123,53,74.797,9.80e-16,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_205,gi|659364651|ref|NR_121714.1|,123,53,74.797,9.80e-16,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_206,gi|699005359|ref|NR_126228.1|,246,96,71.951,7.76e-24,1073325,Salegentibacter echinorum strain HD4 16S ribosomal RNA, partial sequence
unassigned_206,gi|219857403|ref|NR_024991.1|,246,96,71.138,2.71e-23,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_206,gi|636559435|ref|NR_115494.1|,244,95,71.721,9.46e-23,929704,Myroides odoratus DSM 2801 strain JCM 7458 16S ribosomal RNA, partial sequence
unassigned_206,gi|343206109|ref|NR_044698.1|,244,95,71.721,9.46e-23,929704,Myroides odoratus DSM 2801 strain ATCC 4651 16S ribosomal RNA, partial sequence
unassigned_206,gi|631251778|ref|NR_112976.1|,244,95,71.721,9.46e-23,929704,Myroides odoratus DSM 2801 strain NBRC 14945 16S ribosomal RNA, partial sequence
unassigned_206,gi|636559444|ref|NR_115503.1|,247,97,70.445,3.30e-22,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_206,gi|343202686|ref|NR_043099.1|,246,96,71.138,4.02e-21,287099,Salegentibacter flavus strain Fg 69 16S ribosomal RNA, partial sequence
unassigned_206,gi|343198865|ref|NR_043907.1|,246,96,71.138,4.02e-21,390640,Salinimicrobium catena strain HY1 16S ribosomal RNA, partial sequence
unassigned_206,gi|636559447|ref|NR_115506.1|,242,95,70.248,1.40e-20,33036,Anaerococcus tetradius strain GIFU 7672 16S ribosomal RNA, partial sequence
unassigned_206,gi|1491509603|ref|NR_159134.1|,247,96,70.850,1.40e-20,1834927,Kordia zosterae strain ZO2-23 16S ribosomal RNA, partial sequence
unassigned_207,gi|636559435|ref|NR_115494.1|,191,81,72.775,6.60e-18,929704,Myroides odoratus DSM 2801 strain JCM 7458 16S ribosomal RNA, partial sequence
unassigned_207,gi|343206109|ref|NR_044698.1|,191,81,72.775,6.60e-18,929704,Myroides odoratus DSM 2801 strain ATCC 4651 16S ribosomal RNA, partial sequence
unassigned_207,gi|631251778|ref|NR_112976.1|,191,81,72.775,6.60e-18,929704,Myroides odoratus DSM 2801 strain NBRC 14945 16S ribosomal RNA, partial sequence
unassigned_207,gi|699005359|ref|NR_126228.1|,225,95,71.111,6.60e-18,1073325,Salegentibacter echinorum strain HD4 16S ribosomal RNA, partial sequence
unassigned_207,gi|219857403|ref|NR_024991.1|,221,94,70.588,6.60e-18,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_207,gi|1491509603|ref|NR_159134.1|,226,95,70.796,2.30e-17,1834927,Kordia zosterae strain ZO2-23 16S ribosomal RNA, partial sequence
unassigned_207,gi|699005418|ref|NR_126287.1|,226,95,70.796,2.30e-17,1348245,Kordia jejudonensis strain SSK3-3 16S ribosomal RNA, partial sequence
unassigned_207,gi|1679775927|ref|NR_163649.1|,112,48,78.571,2.30e-17,1658618,Rubritalea profundi strain SAORIC-165 16S ribosomal RNA, partial sequence
unassigned_207,gi|559795346|ref|NR_104939.1|,201,86,70.149,8.04e-17,158849,Moellerella wisconsensis strain 2896-78 16S ribosomal RNA, partial sequence
unassigned_207,gi|636559444|ref|NR_115503.1|,226,97,69.469,2.81e-16,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_208,gi|699005359|ref|NR_126228.1|,246,96,72.358,6.37e-25,1073325,Salegentibacter echinorum strain HD4 16S ribosomal RNA, partial sequence
unassigned_208,gi|219857403|ref|NR_024991.1|,246,96,71.545,2.22e-24,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_208,gi|636559435|ref|NR_115494.1|,244,95,72.131,7.76e-24,929704,Myroides odoratus DSM 2801 strain JCM 7458 16S ribosomal RNA, partial sequence
unassigned_208,gi|343206109|ref|NR_044698.1|,244,95,72.131,7.76e-24,929704,Myroides odoratus DSM 2801 strain ATCC 4651 16S ribosomal RNA, partial sequence
unassigned_208,gi|631251778|ref|NR_112976.1|,244,95,72.131,7.76e-24,929704,Myroides odoratus DSM 2801 strain NBRC 14945 16S ribosomal RNA, partial sequence
unassigned_208,gi|636559444|ref|NR_115503.1|,247,97,70.850,2.71e-23,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_208,gi|343202686|ref|NR_043099.1|,246,96,71.545,3.30e-22,287099,Salegentibacter flavus strain Fg 69 16S ribosomal RNA, partial sequence
unassigned_208,gi|343198865|ref|NR_043907.1|,246,96,71.545,3.30e-22,390640,Salinimicrobium catena strain HY1 16S ribosomal RNA, partial sequence
unassigned_208,gi|636559447|ref|NR_115506.1|,242,95,70.661,3.30e-22,33036,Anaerococcus tetradius strain GIFU 7672 16S ribosomal RNA, partial sequence
unassigned_208,gi|1491509603|ref|NR_159134.1|,247,96,71.255,3.30e-22,1834927,Kordia zosterae strain ZO2-23 16S ribosomal RNA, partial sequence
unassigned_209,gi|343201064|ref|NR_041751.1|,35,12,85.714,1.7,722438,Mycoplasma pneumoniae FH strain ATCC 15531 16S ribosomal RNA, partial sequence
unassigned_209,gi|631252461|ref|NR_113659.1|,35,12,85.714,1.7,2104,Mycoplasma pneumoniae strain NBRC 14401 16S ribosomal RNA, partial sequence
unassigned_209,gi|444304187|ref|NR_074611.1|,35,12,85.714,1.7,2097,Mycoplasma genitalium strain G-37 16S ribosomal RNA, partial sequence
unassigned_209,gi|219846563|ref|NR_026155.1|,35,12,85.714,1.7,2097,Mycoplasma genitalium strain G37 16S ribosomal RNA, partial sequence
unassigned_209,gi|699005430|ref|NR_126299.1|,20,8,95.000,1.7,1434881,Orenia chitinitropha strain HCh-An1 16S ribosomal RNA, partial sequence
unassigned_209,gi|1116030268|ref|NR_144726.1|,17,7,100.000,1.7,1686287,Kallipyga gabonensis strain GM4 16S ribosomal RNA, partial sequence
unassigned_209,gi|1441204298|ref|NR_157713.1|,42,17,76.190,1.7,1920655,Aliifodinibius salicampi strain KHM44 16S ribosomal RNA, partial sequence
unassigned_209,gi|343200232|ref|NR_040919.1|,24,9,91.667,1.7,70993,Flexithrix dorotheae strain IFO 15987 16S ribosomal RNA, partial sequence
unassigned_209,gi|1240411936|ref|NR_149280.1|,42,17,76.190,1.7,1736908,Aliifodinibius halophilus strain 2W32 16S ribosomal RNA, partial sequence
unassigned_209,gi|1445135962|ref|NR_158001.1|,42,17,76.190,1.7,1834464,Gracilimonas halophila strain WDS2C40 16S ribosomal RNA, partial sequence
unassigned_210,gi|636559636|ref|NR_115696.1|,26,9,88.462,0.59,1437425,Criblamydia sequanensis CRIB-18 16S ribosomal RNA, partial sequence
unassigned_210,gi|343206158|ref|NR_044748.1|,24,8,91.667,2.0,803,Bartonella quintana strain Fuller 16S ribosomal RNA, partial sequence
unassigned_210,gi|343206153|ref|NR_044743.1|,24,8,91.667,2.0,774,Bartonella bacilliformis strain KC583 16S ribosomal RNA, partial sequence
unassigned_210,gi|1040567018|ref|NR_137367.1|,24,8,91.667,2.0,1318743,Bartonella ancashensis strain 20.00 16S ribosomal RNA, partial sequence
unassigned_210,gi|1150406753|ref|NR_146007.1|,24,8,91.667,2.0,1460968,Bartonella fuyuanensis strain AA137HXZ 16S ribosomal RNA, partial sequence
unassigned_210,gi|1116030268|ref|NR_144726.1|,35,12,80.000,2.0,1686287,Kallipyga gabonensis strain GM4 16S ribosomal RNA, partial sequence
unassigned_210,gi|485099098|ref|NR_102494.1|,24,8,91.667,2.0,1094489,Bartonella australis Aust/NH1 16S ribosomal RNA, partial sequence
unassigned_210,gi|631252090|ref|NR_113288.1|,24,8,91.667,2.0,686234,Bartonella acomydis strain KS2-1 16S ribosomal RNA, partial sequence
unassigned_210,gi|631252089|ref|NR_113287.1|,24,8,91.667,2.0,931097,Bartonella pachyuromydis strain FN15-2 16S ribosomal RNA, partial sequence
unassigned_210,gi|631252088|ref|NR_113286.1|,24,8,91.667,2.0,686223,Bartonella callosciuri strain BR11-1 16S ribosomal RNA, partial sequence
unassigned_211,gi|343201739|ref|NR_042465.1|,51,20,82.353,2.27e-05,360055,Zavarzinella formosa strain A10 16S ribosomal RNA, partial sequence
unassigned_211,gi|444304020|ref|NR_074444.1|,70,27,75.714,7.91e-05,869212,Turneriella parva DSM 21527 16S ribosomal RNA, partial sequence
unassigned_211,gi|343198537|ref|NR_042827.1|,70,27,75.714,7.91e-05,869212,Turneriella parva DSM 21527 strain H 16S ribosomal RNA, partial sequence
unassigned_211,gi|645320700|ref|NR_117843.1|,48,19,79.167,0.001,997347,Fusobacterium nucleatum subsp. animalis ATCC 51191 16S ribosomal RNA, partial sequence
unassigned_211,gi|636558645|ref|NR_114702.1|,48,19,79.167,0.001,190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586 16S ribosomal RNA, partial sequence
unassigned_211,gi|645320699|ref|NR_117842.1|,48,19,79.167,0.001,393480,Fusobacterium nucleatum subsp. polymorphum ATCC 10953 16S ribosomal RNA, partial sequence
unassigned_211,gi|645320698|ref|NR_117841.1|,48,19,79.167,0.001,1196653,Fusobacterium nucleatum subsp. fusiforme ATCC 51190 16S ribosomal RNA, partial sequence
unassigned_211,gi|645320695|ref|NR_117840.1|,48,19,79.167,0.001,209882,Fusobacterium nucleatum subsp. vincentii ATCC 49256 16S ribosomal RNA, partial sequence
unassigned_211,gi|645320694|ref|NR_117839.1|,48,19,79.167,0.001,860,Fusobacterium periodonticum strain ATCC 33693 16S ribosomal RNA, partial sequence
unassigned_211,gi|545589061|ref|NR_044689.2|,48,19,79.167,0.001,855,Fusobacterium simiae strain ATCC 33568 16S ribosomal RNA, partial sequence
unassigned_212,gi|444304020|ref|NR_074444.1|,70,27,71.429,0.50,869212,Turneriella parva DSM 21527 16S ribosomal RNA, partial sequence
unassigned_212,gi|343198537|ref|NR_042827.1|,70,27,71.429,0.50,869212,Turneriella parva DSM 21527 strain H 16S ribosomal RNA, partial sequence
unassigned_212,gi|1116030268|ref|NR_144726.1|,35,14,80.000,1.7,1686287,Kallipyga gabonensis strain GM4 16S ribosomal RNA, partial sequence
unassigned_212,gi|939733299|ref|NR_133026.1|,35,14,80.000,1.7,1118059,Kallipyga massiliensis ph2 16S ribosomal RNA, partial sequence
unassigned_213,gi|343200854|ref|NR_041541.1|,64,25,76.562,2.76e-04,407975,Prevotella pleuritidis strain JCM 14110 16S ribosomal RNA, partial sequence
unassigned_213,gi|659364484|ref|NR_121690.1|,58,23,77.586,0.001,1176482,Sulfurimonas gotlandica strain GD1 16S ribosomal RNA, partial sequence
unassigned_213,gi|343200752|ref|NR_041439.1|,58,23,77.586,0.001,317658,Sulfurimonas paralvinellae strain GO25 16S ribosomal RNA, partial sequence
unassigned_213,gi|444304027|ref|NR_074451.1|,58,23,77.586,0.001,563040,Sulfurimonas autotrophica DSM 16294 strain OK10 16S ribosomal RNA, partial sequence
unassigned_213,gi|265678341|ref|NR_028643.1|,58,23,77.586,0.001,202747,Sulfurimonas autotrophica strain OK10 16S ribosomal RNA, partial sequence
unassigned_213,gi|1384992270|ref|NR_156018.1|,68,26,75.000,0.012,1408281,Endomicrobium proavitum strain Rsa215 16S ribosomal RNA, complete sequence
unassigned_213,gi|444304006|ref|NR_074430.1|,61,24,75.410,0.012,269261,Nitratifractor salsuginis strain DSM 16511 16S ribosomal RNA, partial sequence
unassigned_213,gi|343200337|ref|NR_041024.1|,61,24,75.410,0.012,749222,Nitratifractor salsuginis DSM 16511 strain E9I37-1 16S ribosomal RNA, partial sequence
unassigned_213,gi|1341394044|ref|NR_153716.1|,58,23,75.862,0.012,1848199,Deinococcus persicinus strain KSY3-6 16S ribosomal RNA, partial sequence
unassigned_213,gi|645320700|ref|NR_117843.1|,33,13,84.848,0.041,997347,Fusobacterium nucleatum subsp. animalis ATCC 51191 16S ribosomal RNA, partial sequence
unassigned_214,gi|636560609|ref|NR_116669.1|,181,78,70.718,2.29e-17,645887,Alkalibaculum bacchi strain CP11 16S ribosomal RNA, partial sequence
unassigned_214,gi|1520188710|ref|NR_159917.1|,197,85,70.051,9.75e-16,2081977,Litorimonas haliclonae strain MAA42 16S ribosomal RNA, partial sequence.
unassigned_214,gi|699005319|ref|NR_126188.1|,224,96,68.304,4.15e-14,1431962,Sulfurovum aggregans strain Monchim33 16S ribosomal RNA, partial sequence
unassigned_214,gi|1246951783|ref|NR_149787.1|,224,96,68.304,4.15e-14,1630136,Sulfurovum riftiae strain 1812E 16S ribosomal RNA, partial sequence
unassigned_214,gi|636560529|ref|NR_116589.1|,197,85,69.036,5.05e-13,568099,Litorimonas taeanensis strain G5 16S ribosomal RNA, partial sequence.
unassigned_214,gi|219846765|ref|NR_026357.1|,185,79,69.730,1.76e-12,83552,Parachlamydia acanthamoebae strain Bn9 16S ribosomal RNA, partial sequence
unassigned_214,gi|343198829|ref|NR_043798.1|,171,74,69.591,1.76e-12,375926,Helicobacter anseris strain MIT 04-9362 16S ribosomal RNA, partial sequence
unassigned_214,gi|343198541|ref|NR_042834.1|,181,78,68.508,6.15e-12,235931,Alkalibacter saccharofermentans strain Z-79820 16S ribosomal RNA, partial sequence
unassigned_214,gi|343206046|ref|NR_044625.1|,228,98,67.105,6.15e-12,28200,Arcobacter skirrowii 16S ribosomal RNA, partial sequence
unassigned_214,gi|1024974830|ref|NR_136821.1|,183,79,68.306,6.15e-12,1355374,Arcobacter lanthieri strain AF1440 16S ribosomal RNA, partial sequence
unassigned_215,gi|1520188710|ref|NR_159917.1|,254,100,69.291,4.88e-20,2081977,Litorimonas haliclonae strain MAA42 16S ribosomal RNA, partial sequence.
unassigned_215,gi|636560609|ref|NR_116669.1|,246,97,68.293,7.24e-18,645887,Alkalibaculum bacchi strain CP11 16S ribosomal RNA, partial sequence
unassigned_215,gi|699005319|ref|NR_126188.1|,250,98,68.400,2.53e-17,1431962,Sulfurovum aggregans strain Monchim33 16S ribosomal RNA, partial sequence
unassigned_215,gi|1246951783|ref|NR_149787.1|,250,98,68.400,2.53e-17,1630136,Sulfurovum riftiae strain 1812E 16S ribosomal RNA, partial sequence
unassigned_215,gi|636560529|ref|NR_116589.1|,254,100,68.504,2.53e-17,568099,Litorimonas taeanensis strain G5 16S ribosomal RNA, partial sequence.
unassigned_215,gi|343206046|ref|NR_044625.1|,253,100,67.589,3.08e-16,28200,Arcobacter skirrowii 16S ribosomal RNA, partial sequence
unassigned_215,gi|1269786540|ref|NR_115927.2|,256,100,68.359,3.75e-15,653733,Desulfurispirillum indicum S5 16S ribosomal RNA, complete sequence
unassigned_215,gi|645321371|ref|NR_118353.1|,256,100,68.359,3.75e-15,393030,Desulfurispirillum alkaliphilum strain SR1 16S ribosomal RNA, partial sequence
unassigned_215,gi|636559877|ref|NR_115937.1|,245,96,68.163,3.75e-15,171283,Mycoplasma cricetuli strain CH 16S ribosomal RNA, partial sequence.
unassigned_215,gi|444304039|ref|NR_074463.1|,256,100,68.359,3.75e-15,653733,Desulfurispirillum indicum S5 16S ribosomal RNA, partial sequence
unassigned_216,gi|219846922|ref|NR_026514.1|,247,97,76.113,9.45e-42,33942,Brevibacillus thermoruber strain BT2 16S ribosomal RNA, partial sequence
unassigned_216,gi|1397641730|ref|NR_156839.1|,249,97,76.305,3.30e-41,1355755,Paenibacillus eucommiae strain I12B-01101 16S ribosomal RNA, partial sequence
unassigned_216,gi|672238868|ref|NR_125456.1|,245,96,75.918,1.15e-40,1125967,Brevibacillus fulvus strain K2814 16S ribosomal RNA, partial sequence
unassigned_216,gi|631251016|ref|NR_112213.1|,247,97,75.709,1.15e-40,33942,Brevibacillus thermoruber strain DSM 7064 16S ribosomal RNA, partial sequence
unassigned_216,gi|645322140|ref|NR_118956.1|,247,97,75.709,1.15e-40,1464,Paenibacillus larvae strain ATCC 9545 16S ribosomal RNA, partial sequence
unassigned_216,gi|636558401|ref|NR_114457.1|,247,97,75.709,1.15e-40,78058,Paenibacillus lentimorbus strain ATCC 14707 16S ribosomal RNA, partial sequence
unassigned_216,gi|636558400|ref|NR_114456.1|,247,97,75.709,1.15e-40,1212764,Paenibacillus popilliae ATCC 14706 16S ribosomal RNA, partial sequence
unassigned_216,gi|343200202|ref|NR_040889.1|,247,97,75.709,1.15e-40,78058,Paenibacillus lentimorbus strain ATCC 14707 16S ribosomal RNA, partial sequence
unassigned_216,gi|343200201|ref|NR_040888.1|,247,97,75.709,1.15e-40,1212764,Paenibacillus popilliae ATCC 14706 16S ribosomal RNA, partial sequence
unassigned_216,gi|343200200|ref|NR_040887.1|,247,97,75.709,1.15e-40,49283,Paenibacillus thiaminolyticus strain IFO 15656 16S ribosomal RNA, partial sequence
unassigned_217,gi|1384992377|ref|NR_156153.1|,247,97,74.899,5.96e-38,1837343,Paenibacillus qinlingensis strain TEGT-2 16S ribosomal RNA, partial sequence
unassigned_217,gi|343205969|ref|NR_044487.1|,247,97,74.494,2.54e-36,512399,Paenibacillus pectinilyticus strain RCB-08 16S ribosomal RNA, partial sequence
unassigned_217,gi|219846922|ref|NR_026514.1|,247,97,74.089,3.09e-35,33942,Brevibacillus thermoruber strain BT2 16S ribosomal RNA, partial sequence
unassigned_217,gi|672238868|ref|NR_125456.1|,245,96,73.878,3.76e-34,1125967,Brevibacillus fulvus strain K2814 16S ribosomal RNA, partial sequence
unassigned_217,gi|631251016|ref|NR_112213.1|,247,97,73.684,3.76e-34,33942,Brevibacillus thermoruber strain DSM 7064 16S ribosomal RNA, partial sequence
unassigned_217,gi|645320884|ref|NR_117986.1|,247,97,73.684,1.31e-33,927786,Brevibacillus aydinogluensis strain PDF25 16S ribosomal RNA, partial sequence
unassigned_217,gi|699005402|ref|NR_126271.1|,250,97,74.000,4.59e-33,1276110,Paenibacillus pinisoli strain NB5 16S ribosomal RNA, partial sequence
unassigned_217,gi|1779814798|ref|NR_164873.1|,247,97,73.279,1.60e-32,1850517,Paenibacillus oryzisoli strain 1ZS3-15 16S ribosomal RNA, partial sequence
unassigned_217,gi|343200127|ref|NR_040814.1|,244,95,73.770,5.59e-32,33968,Leuconostoc pseudomesenteroides strain NRIC 1777 16S ribosomal RNA, partial sequence
unassigned_217,gi|1269807821|ref|NR_074620.2|,244,96,73.361,5.59e-32,2118,Mycoplasma mobile strain 163K 16S ribosomal RNA, complete sequence
unassigned_218,gi|645321869|ref|NR_118741.1|,256,100,71.094,6.35e-25,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_218,gi|343206157|ref|NR_044747.1|,256,100,70.703,2.70e-23,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_218,gi|659364651|ref|NR_121714.1|,256,100,70.703,2.70e-23,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_218,gi|219846371|ref|NR_025962.1|,256,100,70.703,2.70e-23,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_218,gi|310975195|ref|NR_037059.1|,256,100,70.312,3.29e-22,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_218,gi|1270533066|ref|NR_074500.2|,256,100,70.312,3.29e-22,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_218,gi|1230874639|ref|NR_148800.1|,257,100,70.817,1.15e-21,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_218,gi|343198433|ref|NR_041814.1|,251,98,70.120,4.00e-21,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_218,gi|470467096|ref|NR_074155.1|,256,100,69.922,1.40e-20,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_218,gi|343201039|ref|NR_041726.1|,250,98,69.600,1.70e-19,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_219,gi|602267027|ref|NR_044663.2|,246,97,71.138,1.49e-26,2089,Anaeroplasma varium strain A2-T 16S ribosomal RNA, partial sequence
unassigned_219,gi|602267012|ref|NR_044675.2|,246,97,70.732,6.35e-25,2088,Anaeroplasma bactoclasticum strain JR 16S ribosomal RNA, partial sequence
unassigned_219,gi|974142220|ref|NR_134740.1|,250,98,69.200,4.88e-20,1524256,Granulosicoccus undariae strain W-BA3 16S ribosomal RNA, partial sequence
unassigned_219,gi|1441204237|ref|NR_157652.1|,250,98,69.200,4.88e-20,2056700,Cysteiniphilum litorale strain SYSU D3-2 16S ribosomal RNA, partial sequence
unassigned_219,gi|636558635|ref|NR_114692.1|,249,97,69.880,4.88e-20,143361,Filifactor alocis strain ATCC 35896 16S ribosomal RNA, partial sequence
unassigned_219,gi|444304220|ref|NR_074645.1|,249,97,69.880,4.88e-20,143361,Filifactor alocis strain ATCC 35896 16S ribosomal RNA, partial sequence
unassigned_219,gi|343198585|ref|NR_042958.1|,249,97,70.281,4.88e-20,264636,Acholeplasma hippikon strain C1 16S ribosomal RNA, partial sequence
unassigned_219,gi|343206157|ref|NR_044747.1|,256,100,69.922,1.70e-19,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_219,gi|659364651|ref|NR_121714.1|,256,100,69.922,1.70e-19,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_219,gi|224581446|ref|NR_027228.1|,246,97,69.106,1.70e-19,72026,Helcococcus ovis strain s840-96-2 16S ribosomal RNA, partial sequence
unassigned_220,gi|602269297|ref|NR_044848.2|,251,98,70.518,2.21e-24,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_220,gi|343201039|ref|NR_041726.1|,249,98,70.281,7.73e-24,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
